path,relative_path,station,year,camera,timestamp,folder_label,filename_label,visual_label,visual_confidence,score_1x,score_10x,reference_1x,reference_10x,scale_to_1x,scale_to_10x,inliers_1x,inliers_10x,status,reason
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_10_26-10_00-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_10_26-10_00-K1-10X.jpeg,02.03,2015,K1,2015-10-26 10:00:00,10X,10X,10X,0.998948,0.000945,0.89723,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_10_26-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_10_25-10_00-K1-10X.jpeg,0.10426566002127718,1.0313279858996596,8,753,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_10_28-11_13-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_10_28-11_13-K1-10X.jpeg,02.03,2015,K1,2015-10-28 11:13:00,10X,10X,10X,0.996966,0.002264,0.743795,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_10_29-11_16-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_10_26-10_00-K1-10X.jpeg,0.11899981767215001,1.0683623003711709,12,110,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_02-10_00-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_11_02-10_00-K1-10X.jpeg,02.03,2015,K1,2015-11-02 10:00:00,10X,10X,10X,1.0,0.0,0.777483,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_11_02-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_03-10_00-K1-10X.jpeg,0.10579056042267113,0.924002018510098,7,347,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_03-10_00-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_11_03-10_00-K1-10X.jpeg,02.03,2015,K1,2015-11-03 10:00:00,10X,10X,10X,1.0,0.0,0.787219,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_11_03-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_02-10_00-K1-10X.jpeg,nan,1.0822645238591608,0,335,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_04-10_06-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_11_04-10_06-K1-10X.jpeg,02.03,2015,K1,2015-11-04 10:06:00,10X,10X,10X,1.0,0.0,0.77357,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_11_04-09_56-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_03-10_00-K1-10X.jpeg,nan,0.9056736844740487,0,809,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_09-10_38-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_11_09-10_38-K1-10X.jpeg,02.03,2015,K1,2015-11-09 10:38:00,10X,10X,10X,1.0,0.0,0.938119,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_11_09-10_39-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_10-10_00-K1-10X.jpeg,nan,1.000476624733463,0,303,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_10-10_00-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_11_10-10_00-K1-10X.jpeg,02.03,2015,K1,2015-11-10 10:00:00,10X,10X,10X,0.998933,0.001008,0.944197,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_11_10-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_09-10_38-K1-10X.jpeg,0.10361057362024001,0.9995755452338635,10,310,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_13-10_54-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_11_13-10_54-K1-10X.jpeg,02.03,2015,K1,2015-11-13 10:54:00,10X,10X,10X,1.0,0.0,0.645797,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_11_14-10_55-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_14-10_54-K1-10X.jpeg,nan,1.190568024786832,0,566,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_14-10_54-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_11_14-10_54-K1-10X.jpeg,02.03,2015,K1,2015-11-14 10:54:00,10X,10X,10X,1.0,0.0,0.649487,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_11_14-10_55-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_13-10_54-K1-10X.jpeg,nan,0.839864791658245,0,565,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_15-10_55-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_11_15-10_55-K1-10X.jpeg,02.03,2015,K1,2015-11-15 10:55:00,10X,10X,10X,1.0,0.0,0.735592,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_11_16-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_16-10_00-K1-10X.jpeg,nan,0.8888377386723418,0,410,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_16-10_00-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_11_16-10_00-K1-10X.jpeg,02.03,2015,K1,2015-11-16 10:00:00,10X,10X,10X,1.0,0.0,0.732971,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_11_16-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_15-10_55-K1-10X.jpeg,nan,1.1251236635967747,0,399,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_19-10_00-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_11_19-10_00-K1-10X.jpeg,02.03,2015,K1,2015-11-19 10:00:00,10X,10X,10X,1.0,0.0,0.917869,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_11_19-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_20-10_53-K1-10X.jpeg,nan,1.0239933725893826,0,526,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_20-10_53-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_11_20-10_53-K1-10X.jpeg,02.03,2015,K1,2015-11-20 10:53:00,10X,10X,10X,1.0,0.0,0.915241,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_11_20-10_54-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_21-10_00-K1-10X.jpeg,nan,1.0253811546965033,0,600,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_21-10_00-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_11_21-10_00-K1-10X.jpeg,02.03,2015,K1,2015-11-21 10:00:00,10X,10X,10X,1.0,0.0,0.910573,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_11_21-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_20-10_53-K1-10X.jpeg,nan,0.9752412018218158,0,591,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_23-10_00-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_11_23-10_00-K1-10X.jpeg,02.03,2015,K1,2015-11-23 10:00:00,10X,10X,10X,1.0,0.0,0.921602,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_11_23-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_24-10_00-K1-10X.jpeg,nan,1.029393840420634,0,1062,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_24-10_00-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_11_24-10_00-K1-10X.jpeg,02.03,2015,K1,2015-11-24 10:00:00,10X,10X,10X,1.0,0.0,0.920412,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_11_23-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_23-10_00-K1-10X.jpeg,nan,0.9716399856145189,0,1065,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_27-10_00-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_11_27-10_00-K1-10X.jpeg,02.03,2015,K1,2015-11-27 10:00:00,10X,10X,10X,1.0,0.0,0.182526,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_11_27-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_29-09_00-K1-10X.jpeg,nan,1.022970929297209,0,11,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_29-09_00-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_11_29-09_00-K1-10X.jpeg,02.03,2015,K1,2015-11-29 09:00:00,10X,10X,10X,1.0,0.0,0.252895,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_11_29-09_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_11_27-10_00-K1-10X.jpeg,nan,0.9789428767810463,0,15,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_01-10_00-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_12_01-10_00-K1-10X.jpeg,02.03,2015,K1,2015-12-01 10:00:00,10X,10X,10X,1.0,0.0,0.720168,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_12_01-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_02-10_00-K1-10X.jpeg,nan,1.1291471799151815,0,520,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_02-10_00-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_12_02-10_00-K1-10X.jpeg,02.03,2015,K1,2015-12-02 10:00:00,10X,10X,10X,1.0,0.0,0.722581,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_12_02-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_01-10_00-K1-10X.jpeg,nan,0.8855761016666839,0,527,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_04-10_00-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_12_04-10_00-K1-10X.jpeg,02.03,2015,K1,2015-12-04 10:00:00,10X,10X,10X,1.0,0.0,0.937425,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_12_04-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_05-10_19-K1-10X.jpeg,nan,1.0041189651469606,0,319,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_05-10_19-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_12_05-10_19-K1-10X.jpeg,02.03,2015,K1,2015-12-05 10:19:00,10X,10X,10X,1.0,0.0,0.750871,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_12_05-10_19-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_06-10_21-K1-10X.jpeg,nan,0.9025872324990435,0,317,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_06-10_21-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_12_06-10_21-K1-10X.jpeg,02.03,2015,K1,2015-12-06 10:21:00,10X,10X,10X,1.0,0.0,0.81588,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_12_06-10_21-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_07-10_00-K1-10X.jpeg,nan,0.9245894583246118,0,775,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_07-10_00-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_12_07-10_00-K1-10X.jpeg,02.03,2015,K1,2015-12-07 10:00:00,10X,10X,10X,1.0,0.0,0.815652,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_12_07-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_06-10_21-K1-10X.jpeg,nan,1.0814719603421445,0,767,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_09-10_00-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_12_09-10_00-K1-10X.jpeg,02.03,2015,K1,2015-12-09 10:00:00,10X,10X,10X,1.0,0.0,0.68924,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_12_09-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_10-10_00-K1-10X.jpeg,nan,1.13585117493106,0,186,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_10-10_00-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_12_10-10_00-K1-10X.jpeg,02.03,2015,K1,2015-12-10 10:00:00,10X,10X,10X,1.0,0.0,0.692353,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_12_10-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_09-10_00-K1-10X.jpeg,0.007646526099534606,0.8803235520473105,6,189,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_11-10_00-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_12_11-10_00-K1-10X.jpeg,02.03,2015,K1,2015-12-11 10:00:00,10X,10X,10X,1.0,0.0,0.418621,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_12_11-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_10-10_00-K1-10X.jpeg,nan,1.4235135512247687,0,191,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_17-10_01-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_12_17-10_01-K1-10X.jpeg,02.03,2015,K1,2015-12-17 10:01:00,10X,10X,10X,1.0,0.0,0.754194,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_12_17-10_02-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_18-10_01-K1-10X.jpeg,nan,0.90556218102699,0,190,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_18-10_01-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_12_18-10_01-K1-10X.jpeg,02.03,2015,K1,2015-12-18 10:01:00,10X,10X,,0.0,0.0,0.0,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_12_18-10_02-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_19-10_00-K1-10X.jpeg,nan,nan,0,0,VISUAL_INCONCLUSIVE,insufficient or conflicting registration evidence
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_19-10_00-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_12_19-10_00-K1-10X.jpeg,02.03,2015,K1,2015-12-19 10:00:00,10X,10X,1X,1.0,0.989144,0.0,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_12_19-10_01-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_18-10_01-K1-10X.jpeg,1.000005747189106,nan,653,0,LIKELY_MISFILED,visual evidence disagrees with folder
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_21-10_00-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_12_21-10_00-K1-10X.jpeg,02.03,2015,K1,2015-12-21 10:00:00,10X,10X,,0.0,0.0,0.0,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_12_21-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_19-10_00-K1-10X.jpeg,0.08149210580145892,0.0004200363696643454,5,12,VISUAL_INCONCLUSIVE,insufficient or conflicting registration evidence
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_23-10_32-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_12_23-10_32-K1-10X.jpeg,02.03,2015,K1,2015-12-23 10:32:00,10X,10X,10X,1.0,0.0,0.826836,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_12_23-10_33-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_21-10_00-K1-10X.jpeg,nan,1.0519377500458076,0,119,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_28-10_00-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_12_28-10_00-K1-10X.jpeg,02.03,2015,K1,2015-12-28 10:00:00,10X,10X,10X,1.0,0.0,0.453978,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_12_28-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_31-09_30-K1-10X.jpeg,nan,1.0297391896804757,0,23,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_31-09_30-K1-10X.jpeg,02.03\2015\K1\10X\02_03-2015_12_31-09_30-K1-10X.jpeg,02.03,2015,K1,2015-12-31 09:30:00,10X,10X,10X,1.0,0.0,0.422661,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_12_31-09_30-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_12_28-10_00-K1-10X.jpeg,nan,0.9715449234841003,0,23,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_01_01-11_08-K1-1X.jpeg,02.03\2015\K1\1X\02_03-2015_01_01-11_08-K1-1X.jpeg,02.03,2015,K1,2015-01-01 11:08:00,1X,1X,1X,1.0,0.896213,0.0,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_01_02-10_51-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_01_02-10_51-K1-10X.jpeg,0.9700561104275993,nan,74,0,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_01_02-10_51-K1-1X.jpeg,02.03\2015\K1\1X\02_03-2015_01_02-10_51-K1-1X.jpeg,02.03,2015,K1,2015-01-02 10:51:00,1X,1X,1X,1.0,0.886712,0.0,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_01_03-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_01_02-10_51-K1-10X.jpeg,1.0366803002346174,nan,78,0,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_01_03-10_00-K1-1X.jpeg,02.03\2015\K1\1X\02_03-2015_01_03-10_00-K1-1X.jpeg,02.03,2015,K1,2015-01-03 10:00:00,1X,1X,1X,1.0,0.865141,0.0,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_01_02-10_51-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_01_02-10_51-K1-10X.jpeg,0.9644670092190621,nan,99,0,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_01_04-10_53-K1-1X.jpeg,02.03\2015\K1\1X\02_03-2015_01_04-10_53-K1-1X.jpeg,02.03,2015,K1,2015-01-04 10:53:00,1X,1X,1X,1.0,0.293891,0.0,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_01_05-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_01_02-10_51-K1-10X.jpeg,0.9972250050991466,nan,19,0,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_01_05-10_00-K1-1X.jpeg,02.03\2015\K1\1X\02_03-2015_01_05-10_00-K1-1X.jpeg,02.03,2015,K1,2015-01-05 10:00:00,1X,1X,1X,1.0,0.242739,0.0,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_01_04-10_53-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_01_02-10_51-K1-10X.jpeg,1.0003076113949803,nan,10,0,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_01_06-10_54-K1-1X.jpeg,02.03\2015\K1\1X\02_03-2015_01_06-10_54-K1-1X.jpeg,02.03,2015,K1,2015-01-06 10:54:00,1X,1X,1X,1.0,0.841029,0.0,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_01_07-10_55-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_01_02-10_51-K1-10X.jpeg,1.0450058257236212,nan,67,0,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_01_07-10_55-K1-1X.jpeg,02.03\2015\K1\1X\02_03-2015_01_07-10_55-K1-1X.jpeg,02.03,2015,K1,2015-01-07 10:55:00,1X,1X,,0.0,0.0,0.0,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_01_08-10_55-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_01_11-10_00-K1-10X.jpeg,nan,nan,0,0,VISUAL_INCONCLUSIVE,insufficient or conflicting registration evidence
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_01_08-10_55-K1-1X.jpeg,02.03\2015\K1\1X\02_03-2015_01_08-10_55-K1-1X.jpeg,02.03,2015,K1,2015-01-08 10:55:00,1X,1X,1X,1.0,0.949751,0.0,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_01_09-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_01_11-10_00-K1-10X.jpeg,0.9996226951127895,nan,230,0,CONSISTENT,"folder, filename, and visual evidence agree"
C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_01_09-10_00-K1-1X.jpeg,02.03\2015\K1\1X\02_03-2015_01_09-10_00-K1-1X.jpeg,02.03,2015,K1,2015-01-09 10:00:00,1X,1X,1X,1.0,0.95444,0.0,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\1X\02_03-2015_01_08-10_55-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2015\K1\10X\02_03-2015_01_11-10_00-K1-10X.jpeg,1.0004746004285638,nan,212,0,CONSISTENT,"folder, filename, and visual evidence agree"
