Folder,Filename,FullPath,IssueType,Details,Width,Height,MeanBrightness,StdDev,LaplacianVar
27.03\2013\K2\10X,27_03-2013_12_01-09_51-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\10X\27_03-2013_12_01-09_51-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\10X,27_03-2013_12_02-09_57-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\10X\27_03-2013_12_02-09_57-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\10X,27_03-2013_12_22-09_48-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\10X\27_03-2013_12_22-09_48-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_04_04-08_14-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_04_04-08_14-K2-1X.jpeg,BLURRED,Very blurry (Laplacian variance: 41.87),2288,1712,117.12,24.82,41.87
27.03\2013\K2\1X,27_03-2013_04_07-10_07-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_04_07-10_07-K2-1X.jpeg,BLURRED,Very blurry (Laplacian variance: 36.79),2288,1712,114.87,18.63,36.79
27.03\2013\K2\1X,27_03-2013_04_08-10_56-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_04_08-10_56-K2-1X.jpeg,BLURRED,Very blurry (Laplacian variance: 31.82),2288,1712,114.69,17.84,31.82
27.03\2013\K2\1X,27_03-2013_04_09-10_11-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_04_09-10_11-K2-1X.jpeg,BLURRED,Very blurry (Laplacian variance: 31.95),2288,1712,108.92,15.73,31.95
27.03\2013\K2\1X,27_03-2013_04_11-09_45-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_04_11-09_45-K2-1X.jpeg,BLURRED,Very blurry (Laplacian variance: 41.24),2288,1712,114.41,17.43,41.24
27.03\2013\K2\1X,27_03-2013_04_12-10_34-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_04_12-10_34-K2-1X.jpeg,BLURRED,Very blurry (Laplacian variance: 38.83),2288,1712,118.58,16.35,38.83
27.03\2013\K2\1X,27_03-2013_04_16-10_13-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_04_16-10_13-K2-1X.jpeg,BLURRED,Very blurry (Laplacian variance: 18.17),2288,1712,115.19,16.12,18.17
27.03\2013\K2\1X,27_03-2013_04_17-08_59-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_04_17-08_59-K2-1X.jpeg,BLURRED,Very blurry (Laplacian variance: 46.41),2288,1712,112.35,22.86,46.41
27.03\2013\K2\1X,27_03-2013_04_19-10_05-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_04_19-10_05-K2-1X.jpeg,BLURRED,Very blurry (Laplacian variance: 20.83),2288,1712,118.25,13.91,20.83
27.03\2013\K2\1X,27_03-2013_04_23-08_43-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_04_23-08_43-K2-1X.jpeg,BLURRED,Very blurry (Laplacian variance: 45.12),2288,1712,113.81,20.17,45.12
27.03\2013\K2\1X,27_03-2013_05_01-09_49-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_05_01-09_49-K2-1X.jpeg,BLURRED,Very blurry (Laplacian variance: 29.28),2288,1712,117.32,18.76,29.28
27.03\2013\K2\1X,27_03-2013_05_20-10_07-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_05_20-10_07-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_05_25-10_10-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_05_25-10_10-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_05_28-10_03-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_05_28-10_03-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_05_30-09_47-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_05_30-09_47-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_05_31-09_55-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_05_31-09_55-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_06_01-09_49-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_06_01-09_49-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_06_02-10_04-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_06_02-10_04-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_06_03-09_46-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_06_03-09_46-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_06_04-10_02-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_06_04-10_02-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_06_05-10_16-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_06_05-10_16-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_06_07-10_14-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_06_07-10_14-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_06_09-10_12-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_06_09-10_12-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_06_12-10_09-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_06_12-10_09-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_06_14-09_57-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_06_14-09_57-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_06_15-10_06-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_06_15-10_06-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_06_18-10_11-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_06_18-10_11-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_06_23-09_53-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_06_23-09_53-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_06_24-10_08-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_06_24-10_08-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_06_26-10_08-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_06_26-10_08-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_06_28-10_06-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_06_28-10_06-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_06_30-10_04-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_06_30-10_04-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_07_03-09_46-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_07_03-09_46-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_07_16-09_57-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_07_16-09_57-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_07_17-10_05-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_07_17-10_05-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_07_18-09_48-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_07_18-09_48-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_07_19-10_02-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_07_19-10_02-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_07_20-10_10-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_07_20-10_10-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_07_21-09_47-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_07_21-09_47-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_07_22-09_55-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_07_22-09_55-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_07_24-10_16-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_07_24-10_16-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_07_25-09_44-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_07_25-09_44-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_07_26-09_42-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_07_26-09_42-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_07_27-10_03-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_07_27-10_03-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_07_31-10_05-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_07_31-10_05-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_08_02-10_01-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_08_02-10_01-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_08_05-10_00-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_08_05-10_00-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_08_07-10_16-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_08_07-10_16-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_08_08-09_48-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_08_08-09_48-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_08_09-10_13-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_08_09-10_13-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_08_11-09_54-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_08_11-09_54-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_08_12-10_14-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_08_12-10_14-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_08_13-11_58-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_08_13-11_58-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_08_18-09_48-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_08_18-09_48-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_08_19-09_55-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_08_19-09_55-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_08_20-11_03-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_08_20-11_03-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_08_22-09_52-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_08_22-09_52-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_08_23-10_09-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_08_23-10_09-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_08_24-09_45-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_08_24-09_45-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_08_26-10_11-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_08_26-10_11-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_08_27-09_57-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_08_27-09_57-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_10_03-10_02-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_10_03-10_02-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_10_04-10_01-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_10_04-10_01-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_10_05-10_00-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_10_05-10_00-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_10_06-09_58-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_10_06-09_58-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_10_07-09_57-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_10_07-09_57-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_10_08-09_56-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_10_08-09_56-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_10_13-09_54-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_10_13-09_54-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_10_18-10_14-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_10_18-10_14-K2-1X.jpeg,BLURRED,Very blurry (Laplacian variance: 23.36),2288,1712,115.64,17.91,23.36
27.03\2013\K2\1X,27_03-2013_10_22-10_00-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_10_22-10_00-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_10_23-09_52-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_10_23-09_52-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_10_24-10_07-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_10_24-10_07-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_10_25-09_45-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_10_25-09_45-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_11_01-09_55-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_11_01-09_55-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_11_03-10_01-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_11_03-10_01-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_11_04-10_02-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_11_04-10_02-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_11_10-09_51-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_11_10-09_51-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_11_16-09_57-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_11_16-09_57-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_11_20-10_15-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_11_20-10_15-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_11_23-10_12-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_11_23-10_12-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_11_29-09_53-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_11_29-09_53-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_12_01-09_53-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_12_01-09_53-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_12_02-09_59-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_12_02-09_59-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_12_11-09_49-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_12_11-09_49-K2-1X.jpeg,BLURRED,Very blurry (Laplacian variance: 44.19),2288,1712,105.39,8.76,44.19
27.03\2013\K2\1X,27_03-2013_12_13-10_09-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_12_13-10_09-K2-1X.jpeg,BLURRED,Very blurry (Laplacian variance: 35.45),2288,1712,120.04,33.09,35.45
27.03\2013\K2\1X,27_03-2013_12_22-09_49-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_12_22-09_49-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K2\1X,27_03-2013_12_25-09_45-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_12_25-09_45-K2-1X.jpeg,BLURRED,Very blurry (Laplacian variance: 32.49),2288,1712,118.27,22.46,32.49
27.03\2013\K2\1X,27_03-2013_12_30-09_56-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K2\1X\27_03-2013_12_30-09_56-K2-1X.jpeg,BLURRED,Very blurry (Laplacian variance: 27.17),2288,1712,117.21,22.73,27.17
27.03\2013\K3\10X,27_03-2013_05_20-10_06-K3-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K3\10X\27_03-2013_05_20-10_06-K3-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
27.03\2013\K3\10X,27_03-2013_05_21-09_48-K3-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\27.03\2013\K3\10X\27_03-2013_05_21-09_48-K3-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
