Folder,Filename,FullPath,IssueType,Details,Width,Height,MeanBrightness,StdDev,LaplacianVar
01.01\2014\K2\10X,01_01-2014_03_27-09_59-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2014\K2\10X\01_01-2014_03_27-09_59-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2014\K2\10X,01_01-2014_06_06-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2014\K2\10X\01_01-2014_06_06-10_00-K2-10X.jpeg,BLURRED,Very blurry (Laplacian variance: 30.24),1920,1080,119.49,23.71,30.24
01.01\2014\K2\10X,01_01-2014_12_02-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2014\K2\10X\01_01-2014_12_02-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2014\K2\1X,01_01-2014_03_27-10_01-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2014\K2\1X\01_01-2014_03_27-10_01-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2014\K2\1X,01_01-2014_12_02-10_00-K2-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2014\K2\1X\01_01-2014_12_02-10_00-K2-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_01_23-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_01_23-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_01_24-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_01_24-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_01_25-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_01_25-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_01_26-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_01_26-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_01_29-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_01_29-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_02_02-10_01-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_02_02-10_01-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_02_03-10_02-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_02_03-10_02-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_02_09-10_43-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_02_09-10_43-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_02_10-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_02_10-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_02_17-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_02_17-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_02_21-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_02_21-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_02_26-10_44-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_02_26-10_44-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_02_28-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_02_28-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_03_01-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_03_01-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_03_02-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_03_02-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_03_14-10_21-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_03_14-10_21-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_03_23-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_03_23-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_03_25-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_03_25-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_03_31-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_03_31-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_04_01-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_04_01-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_04_03-11_43-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_04_03-11_43-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_04_06-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_04_06-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_04_10-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_04_10-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_04_11-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_04_11-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_04_12-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_04_12-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_04_13-11_42-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_04_13-11_42-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_04_17-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_04_17-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_04_23-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_04_23-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_05_01-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_05_01-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_05_04-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_05_04-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_05_05-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_05_05-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_05_08-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_05_08-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_05_11-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_05_11-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_05_15-10_01-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_05_15-10_01-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_05_16-10_02-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_05_16-10_02-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_05_17-10_05-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_05_17-10_05-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_05_18-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_05_18-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_05_20-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_05_20-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_05_23-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_05_23-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_05_25-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_05_25-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_05_31-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_05_31-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_06_05-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_06_05-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_06_06-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_06_06-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_06_09-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_06_09-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_06_11-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_06_11-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_06_12-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_06_12-10_00-K1-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\10X,01_01-2015_10_24-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_10_24-10_00-K1-10X.jpeg,BLURRED,Very blurry (Laplacian variance: 19.72),1920,1080,122.38,12.54,19.72
01.01\2015\K1\10X,01_01-2015_11_26-10_00-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_11_26-10_00-K1-10X.jpeg,BLURRED,Very blurry (Laplacian variance: 36.71),1920,1080,120.44,16.21,36.71
01.01\2015\K1\10X,01_01-2015_11_30-11_51-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_11_30-11_51-K1-10X.jpeg,BLURRED,Very blurry (Laplacian variance: 6.30),1920,1080,118.13,12.55,6.30
01.01\2015\K1\10X,01_01-2015_12_17-11_03-K1-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\10X\01_01-2015_12_17-11_03-K1-10X.jpeg,BLURRED,Very blurry (Laplacian variance: 6.55),1920,1080,99.96,10.59,6.55
01.01\2015\K1\1X,01_01-2015_01_23-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_01_23-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_01_25-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_01_25-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_01_26-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_01_26-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_01_27-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_01_27-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_01_29-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_01_29-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_01_31-12_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_01_31-12_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_02_01-11_30-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_02_01-11_30-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_02_03-10_03-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_02_03-10_03-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_02_04-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_02_04-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_02_05-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_02_05-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_02_06-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_02_06-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_02_07-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_02_07-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_02_09-10_44-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_02_09-10_44-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_02_14-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_02_14-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_02_15-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_02_15-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_02_16-10_19-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_02_16-10_19-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_02_20-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_02_20-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_02_21-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_02_21-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_02_22-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_02_22-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_02_23-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_02_23-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_02_25-11_35-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_02_25-11_35-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_02_26-10_46-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_02_26-10_46-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_02_27-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_02_27-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_02_28-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_02_28-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_03_01-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_03_01-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_03_03-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_03_03-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_03_04-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_03_04-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_03_05-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_03_05-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_03_06-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_03_06-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_03_07-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_03_07-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_03_08-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_03_08-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_03_09-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_03_09-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_03_10-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_03_10-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_03_13-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_03_13-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_03_14-10_23-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_03_14-10_23-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_03_15-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_03_15-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_03_16-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_03_16-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_03_19-10_33-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_03_19-10_33-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
