Date,Filename,ExG
2013-11-03,02_03-2013_11_03-09_48-K1-10X.jpeg,-0.013300601984632152
2013-11-06,02_03-2013_11_06-10_02-K1-10X.jpeg,-0.005705687238904358
2013-11-08,02_03-2013_11_08-09_57-K1-10X.jpeg,-0.09116312562467267
2013-11-09,02_03-2013_11_09-10_08-K1-10X.jpeg,-0.03774803423407147
2013-11-11,02_03-2013_11_11-09_52-K1-10X.jpeg,-0.01802251417644929
2013-11-15,02_03-2013_11_15-10_07-K1-10X.jpeg,-0.016093154400143035
2013-11-17,02_03-2013_11_17-10_05-K1-10X.jpeg,-0.007429011687281173
2013-11-18,02_03-2013_11_18-09_48-K1-10X.jpeg,-0.015134250171774817
2013-11-19,02_03-2013_11_19-10_03-K1-10X.jpeg,-0.002023203185633182
2013-11-21,02_03-2013_11_21-10_15-K1-10X.jpeg,-0.004335778629959963
2013-11-22,02_03-2013_11_22-10_14-K1-10X.jpeg,-0.012099289818381442
2013-11-24,02_03-2013_11_24-10_11-K1-10X.jpeg,-0.028037516585190284
2013-11-25,02_03-2013_11_25-10_07-K1-10X.jpeg,-0.04939955465369395
2013-11-26,02_03-2013_11_26-10_16-K1-10X.jpeg,-0.04311853689281976
2013-11-27,02_03-2013_11_27-09_57-K1-10X.jpeg,-0.061027960629344284
2013-11-30,02_03-2013_11_30-10_00-K1-10X.jpeg,0.0026510995154104006
2013-12-02,02_03-2013_12_02-09_54-K1-10X.jpeg,0.001070708300021087
2013-12-04,02_03-2013_12_04-10_14-K1-10X.jpeg,-0.008643023293832597
2013-12-05,02_03-2013_12_05-10_16-K1-10X.jpeg,-0.021224216635622163
2013-12-07,02_03-2013_12_07-09_57-K1-10X.jpeg,-0.0579591629490706
2013-12-08,02_03-2013_12_08-09_50-K1-10X.jpeg,-0.001025690234751869
2013-12-11,02_03-2013_12_11-10_15-K1-10X.jpeg,0.017347400416739486
2013-12-12,02_03-2013_12_12-10_11-K1-10X.jpeg,-0.0008194135690913554
2013-12-13,02_03-2013_12_13-09_56-K1-10X.jpeg,-0.015222429464426592
2013-12-14,02_03-2013_12_14-11_34-K1-10X.jpeg,-0.004657503348304845
2013-12-15,02_03-2013_12_15-10_08-K1-10X.jpeg,0.019404483876557167
2013-12-16,02_03-2013_12_16-10_07-K1-10X.jpeg,-0.007274144008522594
2013-12-17,02_03-2013_12_17-10_04-K1-10X.jpeg,0.003670189686489319
2013-12-18,02_03-2013_12_18-10_02-K1-10X.jpeg,-0.0169442195404386
2013-12-19,02_03-2013_12_19-10_58-K1-10X.jpeg,0.005802881688430793
2013-12-20,02_03-2013_12_20-10_02-K1-10X.jpeg,0.00015421362676689993
2013-12-23,02_03-2013_12_23-09_51-K1-10X.jpeg,-0.011214425639876142
2013-12-24,02_03-2013_12_24-09_50-K1-10X.jpeg,-0.018493207947331138
2013-12-25,02_03-2013_12_25-10_48-K1-10X.jpeg,0.007100589847710787
2013-12-26,02_03-2013_12_26-09_59-K1-10X.jpeg,0.011173706297153486
2013-12-28,02_03-2013_12_28-11_01-K1-10X.jpeg,0.013484615718978365
2013-12-29,02_03-2013_12_29-11_06-K1-10X.jpeg,-0.032307349583597024
2013-12-30,02_03-2013_12_30-09_51-K1-10X.jpeg,-0.010050370246857291
2013-12-31,02_03-2013_12_31-11_50-K1-10X.jpeg,0.018685650322027313
2014-01-02,02_03-2014_01_02-11_05-K1-10X.jpeg,0.0022833119007256344
2014-01-03,02_03-2014_01_03-10_14-K1-10X.jpeg,0.0029657675689785754
2014-01-06,02_03-2014_01_06-09_56-K1-10X.jpeg,-0.021299490245458977
2014-01-07,02_03-2014_01_07-09_51-K1-10X.jpeg,-0.024449576508963098
2014-01-08,02_03-2014_01_08-10_05-K1-10X.jpeg,-0.026639818332429614
2014-01-09,02_03-2014_01_09-09_50-K1-10X.jpeg,-0.02545297308734892
2014-01-10,02_03-2014_01_10-10_05-K1-10X.jpeg,-0.026274618900629404
2014-01-11,02_03-2014_01_11-10_04-K1-10X.jpeg,-0.023954064086589892
2014-01-12,02_03-2014_01_12-10_48-K1-10X.jpeg,-0.021127885811012475
2014-01-13,02_03-2014_01_13-10_42-K1-10X.jpeg,-0.04295268442211335
2014-01-14,02_03-2014_01_14-10_05-K1-10X.jpeg,0.005518362213270068
2014-01-16,02_03-2014_01_16-09_51-K1-10X.jpeg,-0.010359377514259967
2014-01-17,02_03-2014_01_17-09_58-K1-10X.jpeg,-0.025843607898034634
2014-01-19,02_03-2014_01_19-10_55-K1-10X.jpeg,0.0327083419310095
2014-01-21,02_03-2014_01_21-09_56-K1-10X.jpeg,0.010507592390213576
2014-01-22,02_03-2014_01_22-10_01-K1-10X.jpeg,-0.012937231491129485
2014-01-23,02_03-2014_01_23-10_09-K1-10X.jpeg,-0.020744939237448544
2014-01-24,02_03-2014_01_24-10_01-K1-10X.jpeg,-0.021703597919375473
2014-01-25,02_03-2014_01_25-10_08-K1-10X.jpeg,0.05960553275271668
2014-01-28,02_03-2014_01_28-11_38-K1-10X.jpeg,0.06704123317688855
2014-01-29,02_03-2014_01_29-10_41-K1-10X.jpeg,0.013349100660987875
2014-01-30,02_03-2014_01_30-10_21-K1-10X.jpeg,0.005855286641404303
2014-01-31,02_03-2014_01_31-09_59-K1-10X.jpeg,0.003201841217690427
2014-02-01,02_03-2014_02_01-09_49-K1-10X.jpeg,-0.011140975011093956
2014-02-07,02_03-2014_02_07-11_06-K1-10X.jpeg,0.12077904321923072
2014-02-11,02_03-2014_02_11-10_16-K1-10X.jpeg,0.06548236706273204
2014-02-12,02_03-2014_02_12-10_34-K1-10X.jpeg,0.13377756882466535
2014-02-13,02_03-2014_02_13-10_13-K1-10X.jpeg,0.11346128405364164
2014-02-14,02_03-2014_02_14-10_11-K1-10X.jpeg,0.12027397177479539
2014-02-15,02_03-2014_02_15-10_09-K1-10X.jpeg,0.1031106387567021
2014-02-17,02_03-2014_02_17-09_52-K1-10X.jpeg,0.0634802213355505
2014-02-18,02_03-2014_02_18-10_02-K1-10X.jpeg,0.134345394091576
2014-02-19,02_03-2014_02_19-09_45-K1-10X.jpeg,0.12862217858942585
2014-02-20,02_03-2014_02_20-10_09-K1-10X.jpeg,0.1576174812316513
2014-02-21,02_03-2014_02_21-09_57-K1-10X.jpeg,0.1410583643575855
2014-02-23,02_03-2014_02_23-09_59-K1-10X.jpeg,0.16867453753385486
2014-02-24,02_03-2014_02_24-09_45-K1-10X.jpeg,0.15787922979768343
2014-02-25,02_03-2014_02_25-11_03-K1-10X.jpeg,0.0016080020168688317
2014-02-26,02_03-2014_02_26-10_08-K1-10X.jpeg,0.12904669549524553
2014-02-27,02_03-2014_02_27-10_33-K1-10X.jpeg,0.16501644106071545
2014-02-28,02_03-2014_02_28-10_02-K1-10X.jpeg,0.16464153786932734
2014-03-01,02_03-2014_03_01-10_17-K1-10X.jpeg,0.18896208981497292
2014-03-03,02_03-2014_03_03-10_02-K1-10X.jpeg,0.20892786303833627
2014-03-04,02_03-2014_03_04-10_48-K1-10X.jpeg,0.2296524876993989
2014-03-05,02_03-2014_03_05-09_46-K1-10X.jpeg,0.15523604439100647
2014-03-06,02_03-2014_03_06-10_13-K1-10X.jpeg,0.2090309119783108
2014-03-07,02_03-2014_03_07-09_55-K1-10X.jpeg,0.2655736941260356
2014-03-11,02_03-2014_03_11-10_38-K1-10X.jpeg,0.33396282086465695
2014-03-12,02_03-2014_03_12-10_01-K1-10X.jpeg,0.39354253379298326
2014-03-14,02_03-2014_03_14-10_30-K1-10X.jpeg,0.35777260793867016
2014-03-15,02_03-2014_03_15-10_00-K1-10X.jpeg,0.4541114758468002
2014-03-23,02_03-2014_03_23-09_58-K1-10X.jpeg,0.4916386828882596
2014-03-24,02_03-2014_03_24-10_02-K1-10X.jpeg,0.4513460969749489
2014-03-26,02_03-2014_03_26-10_07-K1-10X.jpeg,0.43155197889311037
2014-03-29,02_03-2014_03_29-09_53-K1-10X.jpeg,0.3937766902837181
2014-03-31,02_03-2014_03_31-11_08-K1-10X.jpeg,0.292449150385811
2014-04-01,02_03-2014_04_01-10_00-K1-10X.jpeg,0.2669119156167259
2014-04-08,02_03-2014_04_08-09_46-K1-10X.jpeg,0.2767124094554217
2014-04-10,02_03-2014_04_10-10_02-K1-10X.jpeg,0.23896732730335515
2014-04-11,02_03-2014_04_11-10_03-K1-10X.jpeg,0.30188880027096937
2014-04-12,02_03-2014_04_12-09_52-K1-10X.jpeg,0.27244156802137787
2014-04-13,02_03-2014_04_13-09_53-K1-10X.jpeg,0.2920294391513364
2014-04-17,02_03-2014_04_17-10_00-K1-10X.jpeg,0.320142602835229
2014-04-20,02_03-2014_04_20-10_00-K1-10X.jpeg,0.353190566163857
2014-04-21,02_03-2014_04_21-10_00-K1-10X.jpeg,0.3232843276635848
2014-04-22,02_03-2014_04_22-10_00-K1-10X.jpeg,0.36727533557677144
2014-04-23,02_03-2014_04_23-10_00-K1-10X.jpeg,0.3702075503207832
2014-04-24,02_03-2014_04_24-10_00-K1-10X.jpeg,0.33251428362992685
2014-04-25,02_03-2014_04_25-10_00-K1-10X.jpeg,0.32135330422958086
2014-04-27,02_03-2014_04_27-10_00-K1-10X.jpeg,0.3170771428971217
2014-04-28,02_03-2014_04_28-10_57-K1-10X.jpeg,0.3245114852226414
2014-04-29,02_03-2014_04_29-10_00-K1-10X.jpeg,0.27326302230883937
2014-04-30,02_03-2014_04_30-10_59-K1-10X.jpeg,0.26801973163862236
2014-05-01,02_03-2014_05_01-11_01-K1-10X.jpeg,0.2714293429506196
2014-05-02,02_03-2014_05_02-11_02-K1-10X.jpeg,0.23379563369832326
2014-05-04,02_03-2014_05_04-09_30-K1-10X.jpeg,0.21944168959109275
2014-05-05,02_03-2014_05_05-10_00-K1-10X.jpeg,0.2018989181354542
2014-05-06,02_03-2014_05_06-11_00-K1-10X.jpeg,0.17481135822617727
2014-05-07,02_03-2014_05_07-11_00-K1-10X.jpeg,0.14983300687236417
2014-05-08,02_03-2014_05_08-10_30-K1-10X.jpeg,0.15025484563951313
2014-05-09,02_03-2014_05_09-09_00-K1-10X.jpeg,0.13614017604132506
2014-05-10,02_03-2014_05_10-11_01-K1-10X.jpeg,0.0969164697514546
2014-05-11,02_03-2014_05_11-11_01-K1-10X.jpeg,0.09159634170718889
2014-05-12,02_03-2014_05_12-10_00-K1-10X.jpeg,0.09455015047893901
2014-05-13,02_03-2014_05_13-10_00-K1-10X.jpeg,0.09385711675164245
2014-05-14,02_03-2014_05_14-11_03-K1-10X.jpeg,0.06231069516155274
2014-05-15,02_03-2014_05_15-10_00-K1-10X.jpeg,-0.004226749299627055
2014-05-16,02_03-2014_05_16-10_00-K1-10X.jpeg,-0.00515671340233352
2014-05-17,02_03-2014_05_17-08_30-K1-10X.jpeg,0.0013852641697045531
2014-05-18,02_03-2014_05_18-08_30-K1-10X.jpeg,-0.0017659486046287642
2014-05-19,02_03-2014_05_19-08_30-K1-10X.jpeg,-0.010501024473318599
2014-05-20,02_03-2014_05_20-11_00-K1-10X.jpeg,0.03538568945416766
2014-05-21,02_03-2014_05_21-10_12-K1-10X.jpeg,0.009972698587909846
2014-05-22,02_03-2014_05_22-10_00-K1-10X.jpeg,0.055959015684664264
2014-05-23,02_03-2014_05_23-10_00-K1-10X.jpeg,-0.01799807252331723
2014-05-24,02_03-2014_05_24-09_00-K1-10X.jpeg,0.0619450313714003
2014-05-25,02_03-2014_05_25-10_00-K1-10X.jpeg,0.009547460043975707
